Brand,Model,Year,Price,KM_Driven,Fuel_Type,Transmission,Condition,Location,Seller_Type,Phone,Days_Listed,Views,Body_Type
Dacia,Lodgy,2021,108767,52292,Gasoline,Manual,Good,Rabat,Private,+212686129208,24,88,Van
Peugeot,5008,2023,350765,28339,Gasoline,Manual,Good,Fes,Private,+212724848971,28,738,Sedan
Ford,Ranger,2024,454956,19583,Diesel,Manual,Excellent,Kenitra,Private,+212726140377,80,610,Sedan
Hyundai,Tucson,2022,277931,61811,Gasoline,Automatic,Very Good,Meknes,Private,+212717823925,123,460,Sedan
Toyota,Yaris,2020,66351,104252,Gasoline,Automatic,Fair,Rabat,Private,+212637371217,69,552,Hatchback
Dacia,Duster,2021,121924,50811,Diesel,Automatic,Good,Agadir,Private,+212623567056,76,605,Sedan
Ford,Kuga,2018,123072,106172,Hybrid,Automatic,Fair,Rabat,Dealer,+212774787916,106,500,Pickup
Peugeot,2008,2018,98020,123569,Gasoline,Manual,Good,Kenitra,Dealer,+212651676626,33,509,Pickup
Dacia,Lodgy,2018,75802,142772,Gasoline,Manual,Good,Tetouan,Private,+212747193172,49,306,Sedan
Renault,Kadjar,2018,133810,105660,Gasoline,Automatic,Very Good,Casablanca,Dealer,+212768946365,174,390,Sedan
Citroen,C3,2021,107379,79766,Gasoline,Manual,Good,Marrakech,Private,+212664578425,175,596,Sedan
Ford,Kuga,2021,254192,52386,Gasoline,Manual,Very Good,Casablanca,Private,+212738134019,112,337,Hatchback
Peugeot,208,2022,150642,40794,Gasoline,Manual,Excellent,Agadir,Dealer,+212638768342,166,376,Sedan
Nissan,Qashqai,2021,200491,45500,Diesel,Manual,Good,Meknes,Private,+212734314886,117,140,Sedan
Dacia,Sandero,2021,114638,55406,Gasoline,Manual,Excellent,Casablanca,Private,+212628892422,32,315,Hatchback
Dacia,Sandero,2020,77458,83668,Gasoline,Automatic,Good,Agadir,Dealer,+212741090722,100,308,Coupe
Kia,Picanto,2018,58725,116386,Gasoline,Automatic,Very Good,Casablanca,Private,+212782524683,3,417,Sedan
Peugeot,308,2019,119268,126189,Gasoline,Manual,Very Good,Marrakech,Private,+212653043721,11,569,Van
Kia,Sportage,2024,345767,13269,Gasoline,Manual,Very Good,Meknes,Private,+212638710648,55,217,Coupe
Renault,Kadjar,2020,176331,98715,Gasoline,Automatic,Very Good,Casablanca,Private,+212659708429,11,91,Sedan
Volkswagen,Golf,2019,129368,113334,Gasoline,Automatic,Very Good,Rabat,Private,+212661532342,5,435,SUV
Dacia,Lodgy,2018,81928,105515,Gasoline,Manual,Very Good,Tangier,Private,+212732128620,3,397,Sedan
Volkswagen,Polo,2022,136866,61729,Diesel,Manual,Very Good,Marrakech,Dealer,+212736835966,77,568,Pickup
Ford,Kuga,2022,213706,59986,Diesel,Manual,Fair,Casablanca,Private,+212684112723,12,377,Sedan
Toyota,Yaris,2022,146949,42934,Hybrid,Manual,Excellent,Marrakech,Dealer,+212767307836,119,224,Sedan
Renault,Captur,2023,201060,38540,Diesel,Automatic,Very Good,Agadir,Private,+212690985980,15,391,Sedan
Dacia,Lodgy,2020,100643,103965,Gasoline,Manual,Very Good,Casablanca,Private,+212716806093,115,578,Hatchback
Renault,Megane,2018,94127,136191,Diesel,Manual,Good,Casablanca,Private,+212710586908,45,171,Hatchback
Dacia,Sandero,2022,89454,59611,Gasoline,Manual,Fair,Casablanca,Dealer,+212653588840,41,557,Sedan
Nissan,Juke,2021,172962,61988,Gasoline,Automatic,Good,Meknes,Private,+212629719843,146,299,Sedan
Dacia,Logan,2018,64110,139345,Gasoline,Manual,Good,Rabat,Private,+212621994396,17,609,SUV
Dacia,Logan,2018,67722,119965,Gasoline,Manual,Very Good,Tangier,Dealer,+212739231544,141,344,Hatchback
Renault,Megane,2021,138583,60202,Diesel,Automatic,Good,Agadir,Dealer,+212710628130,95,438,Pickup
Renault,Clio,2019,81487,88698,Gasoline,Manual,Very Good,Kenitra,Private,+212762670584,159,215,SUV
Volkswagen,Golf,2021,190090,61249,Diesel,Automatic,Excellent,Rabat,Private,+212652156494,115,255,Coupe
Dacia,Dokker,2019,74911,122165,Diesel,Manual,Good,Marrakech,Private,+212673283453,7,388,Hatchback
Kia,Sportage,2022,248415,45637,Gasoline,Manual,Good,Marrakech,Dealer,+212768583657,125,233,Pickup
Toyota,Corolla,2021,136381,91010,Gasoline,Manual,Good,Rabat,Private,+212675629962,59,159,Hatchback
Ford,Kuga,2023,305628,37463,Hybrid,Manual,Very Good,Marrakech,Private,+212674567473,37,93,Sedan
Dacia,Lodgy,2023,155337,26378,Diesel,Manual,Very Good,Kenitra,Private,+212758173180,159,159,Hatchback
Kia,Sportage,2022,189020,49479,Gasoline,Automatic,Fair,Rabat,Private,+212731546436,3,460,Hatchback
Renault,Clio,2024,146713,19750,Gasoline,Automatic,Good,Fes,Private,+212681443725,146,803,Hatchback
Renault,Megane,2022,184318,76916,Gasoline,Automatic,Excellent,Casablanca,Private,+212634614202,39,487,Sedan
Dacia,Duster,2019,108505,85908,Diesel,Automatic,Excellent,Rabat,Private,+212733340606,67,457,Sedan
Dacia,Sandero,2018,42768,163522,Gasoline,Automatic,Fair,Rabat,Private,+212721153955,80,240,Sedan
Kia,Rio,2021,101563,54616,Gasoline,Automatic,Good,Casablanca,Dealer,+212670369679,110,111,Pickup
Dacia,Sandero,2023,124059,41559,Gasoline,Manual,Very Good,Casablanca,Private,+212635083685,47,683,Sedan
Peugeot,3008,2022,272433,50405,Hybrid,Manual,Very Good,Tangier,Private,+212657265286,165,88,Hatchback
Volkswagen,Golf,2018,106786,85227,Gasoline,Automatic,Good,Fes,Private,+212778712177,130,93,Sedan
Nissan,Juke,2019,134235,84133,Gasoline,Manual,Very Good,Fes,Private,+212688826930,74,386,Pickup
Renault,Kadjar,2021,184680,60083,Diesel,Manual,Good,Marrakech,Private,+212632514408,36,301,SUV
Dacia,Sandero,2023,112504,45281,Gasoline,Manual,Good,Casablanca,Dealer,+212724159903,152,102,Sedan
Peugeot,308,2020,141846,72879,Gasoline,Automatic,Very Good,Marrakech,Dealer,+212628607398,124,539,Sedan
Hyundai,i10,2022,95049,43532,Gasoline,Manual,Good,Oujda,Dealer,+212762597472,33,535,Hatchback
Dacia,Duster,2021,110771,86609,Diesel,Manual,Good,Meknes,Private,+212718687460,79,169,Van
Dacia,Logan,2022,110785,69750,Gasoline,Manual,Good,Meknes,Dealer,+212668177904,18,81,SUV
Peugeot,208,2018,83768,132730,Gasoline,Manual,Very Good,Casablanca,Private,+212660878874,178,146,Pickup
Toyota,RAV4,2024,417247,13999,Gasoline,Manual,Very Good,Rabat,Dealer,+212783067400,71,325,Pickup
Citroen,C5 Aircross,2022,278050,43768,Gasoline,Manual,Very Good,Marrakech,Private,+212726258104,94,81,Hatchback
Dacia,Sandero,2022,112123,69798,Gasoline,Manual,Very Good,Marrakech,Private,+212788696157,154,627,Van
Renault,Captur,2024,210550,10957,Gasoline,Manual,Good,Rabat,Dealer,+212685989954,180,282,Hatchback
Dacia,Sandero,2023,142416,28651,Gasoline,Automatic,Excellent,Kenitra,Private,+212611326450,97,354,SUV
Renault,Clio,2021,107735,74393,Diesel,Manual,Good,Rabat,Private,+212769872078,165,70,Sedan
Dacia,Lodgy,2019,83334,93148,Diesel,Manual,Good,Marrakech,Private,+212691174765,180,390,SUV
Dacia,Duster,2018,84463,82038,Diesel,Manual,Good,Kenitra,Private,+212780270227,109,577,Pickup
Dacia,Logan,2022,93109,46198,Gasoline,Manual,Fair,Casablanca,Private,+212765903823,15,650,Sedan
Renault,Clio,2024,155387,20629,Gasoline,Manual,Good,Casablanca,Private,+212734453572,66,102,Hatchback
Dacia,Duster,2019,72678,105928,Gasoline,Automatic,Fair,Fes,Dealer,+212637201447,148,431,Hatchback
Dacia,Logan,2019,68272,104032,Gasoline,Manual,Good,Agadir,Dealer,+212746363028,44,75,Coupe
Renault,Clio,2020,95994,77805,Gasoline,Manual,Good,Tangier,Private,+212614852340,122,474,SUV
Volkswagen,Polo,2023,141221,26179,Diesel,Manual,Good,Casablanca,Dealer,+212672915554,85,222,Sedan
Volkswagen,Tiguan,2024,412681,21650,Gasoline,Manual,Very Good,Agadir,Private,+212643433564,78,369,Coupe
Peugeot,208,2021,115543,74391,Diesel,Manual,Good,Casablanca,Private,+212696515749,133,180,Sedan
Peugeot,2008,2022,189623,40531,Diesel,Manual,Very Good,Casablanca,Private,+212780178710,10,245,SUV
Peugeot,308,2021,171208,48447,Gasoline,Manual,Very Good,Tangier,Dealer,+212664396253,89,495,Hatchback
Toyota,Land Cruiser,2023,713227,32454,Diesel,Manual,Good,Rabat,Private,+212623195973,42,160,Hatchback
Peugeot,308,2023,187478,27400,Diesel,Manual,Good,Kenitra,Private,+212649925062,48,466,Sedan
Peugeot,208,2024,181115,15337,Diesel,Manual,Very Good,Fes,Private,+212740705557,143,664,SUV
Volkswagen,Tiguan,2022,296673,59463,Diesel,Manual,Good,Rabat,Private,+212773142428,12,232,Hatchback
Toyota,Corolla,2021,156590,54118,Hybrid,Manual,Good,Agadir,Dealer,+212727778603,51,206,SUV
Dacia,Logan,2023,145342,38997,Gasoline,Manual,Excellent,Casablanca,Private,+212787974241,118,487,Coupe
Dacia,Sandero,2018,68540,80613,Gasoline,Manual,Very Good,Casablanca,Private,+212759207762,43,210,Hatchback
Peugeot,208,2024,131693,16395,Diesel,Manual,Fair,Meknes,Private,+212739575355,48,854,Sedan
Volkswagen,Tiguan,2024,463286,22465,Diesel,Automatic,Excellent,Marrakech,Private,+212611334912,37,568,Sedan
Hyundai,i10,2023,106888,31347,Gasoline,Manual,Good,Rabat,Private,+212746059029,118,565,Sedan
Toyota,Hilux,2023,379234,24775,Diesel,Automatic,Good,Meknes,Private,+212663859361,12,265,SUV
Dacia,Duster,2020,91339,75120,Diesel,Automatic,Fair,Tangier,Private,+212669197180,41,560,Sedan
Dacia,Logan,2023,121784,30902,Gasoline,Automatic,Good,Meknes,Private,+212689418780,106,106,Hatchback
Toyota,Yaris,2020,80414,116115,Gasoline,Manual,Good,Marrakech,Dealer,+212743065048,76,638,SUV
Ford,Ranger,2019,207716,128905,Diesel,Manual,Very Good,Casablanca,Private,+212776541902,39,230,Hatchback
Renault,Captur,2023,188162,38837,Gasoline,Automatic,Good,Casablanca,Dealer,+212635645686,125,615,Coupe
Renault,Megane,2020,128330,102931,Diesel,Automatic,Very Good,Tangier,Private,+212720338438,91,553,Hatchback
Dacia,Logan,2021,100485,94891,Gasoline,Manual,Very Good,Rabat,Private,+212681300526,50,106,Pickup
Renault,Captur,2020,118623,63624,Gasoline,Automatic,Fair,Oujda,Private,+212694652755,157,75,SUV
Citroen,C3,2021,105552,57379,Diesel,Automatic,Good,Agadir,Dealer,+212742429218,85,422,Sedan
Volkswagen,Tiguan,2019,191550,80947,Diesel,Manual,Good,Tangier,Private,+212779523579,125,394,SUV
Volkswagen,Tiguan,2018,144024,124195,Diesel,Manual,Fair,Marrakech,Private,+212755522900,149,514,Hatchback
Kia,Rio,2019,77213,108589,Gasoline,Automatic,Good,Fes,Dealer,+212788215515,146,284,Sedan
Dacia,Duster,2020,118917,75109,Gasoline,Manual,Very Good,Casablanca,Private,+212734763686,102,477,Sedan
Toyota,Yaris,2019,94601,144760,Gasoline,Manual,Excellent,Agadir,Private,+212688654973,46,404,Hatchback
Dacia,Dokker,2020,81424,106946,Gasoline,Automatic,Good,Casablanca,Private,+212746193709,44,200,Hatchback
Hyundai,i10,2022,113315,42206,Gasoline,Automatic,Very Good,Marrakech,Private,+212795224394,69,429,SUV
Renault,Clio,2024,171512,15027,Diesel,Manual,Very Good,Marrakech,Dealer,+212763427731,87,702,SUV
Dacia,Dokker,2021,87202,73375,Diesel,Manual,Fair,Fes,Private,+212719932762,164,412,SUV
Hyundai,Tucson,2024,258984,13454,Hybrid,Automatic,Fair,Rabat,Private,+212737494412,85,478,Sedan
Dacia,Duster,2018,83842,135436,Diesel,Automatic,Good,Meknes,Dealer,+212725703368,64,604,Hatchback
Kia,Sportage,2020,194173,108888,Hybrid,Manual,Very Good,Rabat,Private,+212624166906,175,289,Sedan
Peugeot,308,2020,130173,66789,Gasoline,Manual,Good,Casablanca,Private,+212760411861,31,479,Sedan
Dacia,Sandero,2020,95271,97801,Gasoline,Manual,Excellent,Fes,Dealer,+212770924123,9,135,Pickup
Renault,Kadjar,2022,260577,40582,Gasoline,Automatic,Excellent,Rabat,Dealer,+212648402127,45,302,Sedan
Dacia,Dokker,2020,74616,68738,Gasoline,Manual,Fair,Fes,Dealer,+212755644535,28,462,Sedan
Peugeot,3008,2018,130337,156642,Gasoline,Automatic,Good,Fes,Dealer,+212723741880,3,152,Hatchback
Volkswagen,Polo,2020,94778,87593,Diesel,Manual,Good,Marrakech,Private,+212785339484,151,403,Sedan
Dacia,Dokker,2021,114566,69760,Gasoline,Manual,Very Good,Meknes,Dealer,+212648198477,175,96,Hatchback
Ford,Kuga,2018,139329,127990,Diesel,Manual,Good,Marrakech,Dealer,+212626261234,36,275,Hatchback
Dacia,Lodgy,2021,103330,81107,Diesel,Automatic,Good,Agadir,Dealer,+212630859169,25,561,SUV
Renault,Clio,2022,122618,49178,Gasoline,Manual,Very Good,Agadir,Dealer,+212629309233,113,278,Sedan
Citroen,C3,2018,62854,165867,Diesel,Manual,Good,Fes,Private,+212613847590,125,469,Hatchback
Dacia,Sandero,2020,71214,103691,Gasoline,Automatic,Good,Marrakech,Dealer,+212716384386,6,240,SUV
Renault,Captur,2020,136445,60785,Diesel,Manual,Good,Rabat,Dealer,+212732665281,102,185,SUV
Toyota,Yaris,2021,83478,75347,Hybrid,Manual,Fair,Meknes,Dealer,+212657744970,56,500,Sedan
Toyota,Corolla,2022,167880,40749,Hybrid,Automatic,Good,Casablanca,Dealer,+212611455724,48,71,Sedan
Volkswagen,Polo,2019,92738,137327,Gasoline,Automatic,Very Good,Casablanca,Dealer,+212667298821,176,159,SUV
Dacia,Sandero,2022,98995,56208,Gasoline,Manual,Good,Fes,Dealer,+212768199510,166,548,Sedan
Peugeot,208,2024,182488,22968,Gasoline,Manual,Very Good,Casablanca,Private,+212648921316,178,295,Sedan
Dacia,Dokker,2021,105554,47874,Diesel,Automatic,Good,Fes,Private,+212613351029,170,611,Sedan
Nissan,Qashqai,2024,359462,18626,Diesel,Manual,Excellent,Casablanca,Private,+212618841507,137,279,SUV
Dacia,Lodgy,2018,78170,89597,Diesel,Manual,Very Good,Casablanca,Private,+212741287180,5,319,SUV
Hyundai,i20,2022,115536,60902,Gasoline,Manual,Good,Agadir,Private,+212753453723,93,470,Sedan
Hyundai,Tucson,2024,340304,14487,Gasoline,Manual,Very Good,Rabat,Private,+212690360991,153,184,Coupe
Volkswagen,Tiguan,2021,251563,52911,Diesel,Manual,Good,Agadir,Private,+212633217600,93,97,Hatchback
Renault,Clio,2020,90696,99116,Gasoline,Manual,Very Good,Casablanca,Private,+212639264382,131,414,SUV
Dacia,Duster,2018,93992,130834,Diesel,Manual,Very Good,Agadir,Private,+212792589515,169,321,Hatchback
Dacia,Dokker,2022,119290,45408,Gasoline,Manual,Good,Rabat,Private,+212618157736,55,629,Sedan
Ford,Kuga,2023,271572,41976,Gasoline,Manual,Good,Casablanca,Private,+212676395719,178,316,Sedan
Renault,Talisman,2020,226452,67312,Diesel,Automatic,Very Good,Rabat,Dealer,+212611656059,123,302,SUV
Dacia,Logan,2024,116893,19891,Gasoline,Automatic,Fair,Rabat,Private,+212650875403,92,449,Pickup
Peugeot,3008,2019,172094,88482,Diesel,Manual,Very Good,Casablanca,Dealer,+212631548654,15,319,Pickup
Nissan,Qashqai,2020,144708,61794,Diesel,Manual,Fair,Rabat,Dealer,+212724360165,140,364,Sedan
Dacia,Logan,2024,141071,22673,Gasoline,Automatic,Good,Fes,Private,+212674291214,103,734,Pickup
Citroen,C3,2021,105143,79738,Diesel,Manual,Good,Kenitra,Private,+212617686973,90,638,Hatchback
Dacia,Duster,2018,69330,149553,Diesel,Automatic,Fair,Marrakech,Private,+212631006518,44,241,Hatchback
Peugeot,3008,2023,339692,31834,Hybrid,Manual,Excellent,Kenitra,Private,+212743677165,51,631,Pickup
Dacia,Logan,2018,66314,122808,Gasoline,Automatic,Good,Marrakech,Private,+212611167469,73,479,Hatchback
Dacia,Duster,2021,156605,68986,Diesel,Automatic,Excellent,Casablanca,Private,+212763176883,106,437,Sedan
Kia,Picanto,2022,91151,47387,Gasoline,Automatic,Good,Agadir,Dealer,+212642847704,147,421,Sedan
Peugeot,208,2024,179234,17687,Gasoline,Manual,Very Good,Casablanca,Dealer,+212698682894,170,411,SUV
Dacia,Sandero,2023,112883,33278,Gasoline,Manual,Good,Rabat,Private,+212694369222,50,668,SUV
Dacia,Duster,2022,132598,54052,Gasoline,Automatic,Good,Casablanca,Private,+212697098839,76,527,Hatchback
Renault,Kadjar,2022,234058,66223,Diesel,Manual,Very Good,Marrakech,Private,+212688010313,22,278,Coupe
Nissan,Micra,2021,77399,57261,Gasoline,Manual,Fair,Casablanca,Private,+212737716768,17,527,Sedan
Volkswagen,Tiguan,2024,467471,14566,Gasoline,Automatic,Excellent,Rabat,Dealer,+212754777932,93,463,SUV
Dacia,Logan,2018,72457,142262,Gasoline,Manual,Very Good,Rabat,Private,+212696932608,142,204,Sedan
Nissan,Qashqai,2019,164096,87083,Gasoline,Automatic,Very Good,Marrakech,Dealer,+212616947976,69,235,Sedan
Nissan,Juke,2024,284792,20133,Gasoline,Manual,Very Good,Meknes,Private,+212636160756,47,655,SUV
Kia,Sportage,2019,183459,97858,Diesel,Manual,Excellent,Rabat,Private,+212776796291,21,448,Sedan
Dacia,Sandero,2021,69949,98490,Gasoline,Automatic,Fair,Marrakech,Private,+212620547612,13,289,SUV
Dacia,Sandero,2019,57194,98400,Gasoline,Manual,Fair,Rabat,Private,+212624085586,86,93,Hatchback
Hyundai,i10,2023,105287,37689,Gasoline,Manual,Good,Casablanca,Private,+212657373923,123,258,Hatchback
Peugeot,208,2022,123289,39831,Diesel,Manual,Good,Casablanca,Private,+212790046772,117,620,SUV
Dacia,Duster,2020,115206,95522,Diesel,Manual,Very Good,Agadir,Private,+212682814980,56,192,Van
Dacia,Lodgy,2023,147693,34219,Gasoline,Manual,Very Good,Marrakech,Dealer,+212743323946,88,960,Sedan
Renault,Megane,2020,126434,108755,Diesel,Automatic,Very Good,Fes,Private,+212696847652,124,218,SUV
Renault,Clio,2021,105958,69980,Diesel,Manual,Good,Tangier,Private,+212666340370,100,200,Coupe
Hyundai,i20,2023,146533,33602,Gasoline,Manual,Very Good,Casablanca,Dealer,+212767282560,132,535,Sedan
Toyota,RAV4,2021,225143,51368,Hybrid,Automatic,Fair,Kenitra,Private,+212795985851,168,397,Sedan
Citroen,C5 Aircross,2024,309203,20310,Gasoline,Manual,Good,Marrakech,Private,+212759532831,47,93,Hatchback
Dacia,Lodgy,2020,109542,78575,Diesel,Manual,Very Good,Rabat,Private,+212763871297,88,286,SUV
Peugeot,2008,2020,134567,86397,Gasoline,Manual,Very Good,Fes,Private,+212790080589,104,89,SUV
Dacia,Logan,2018,64637,112335,Gasoline,Manual,Good,Casablanca,Private,+212678202566,43,566,Sedan
Dacia,Lodgy,2018,92080,132496,Diesel,Manual,Excellent,Agadir,Private,+212763526926,65,343,Sedan
Hyundai,Accent,2023,187492,35591,Gasoline,Manual,Excellent,Marrakech,Private,+212735080787,22,667,Hatchback
Dacia,Logan,2024,137620,14513,Gasoline,Manual,Good,Rabat,Dealer,+212686306996,143,777,Sedan
Dacia,Sandero,2018,63169,143785,Gasoline,Automatic,Good,Casablanca,Private,+212678010142,93,607,SUV
Volkswagen,Polo,2022,105886,55406,Gasoline,Manual,Fair,Marrakech,Dealer,+212791910857,45,149,Sedan
Citroen,C5 Aircross,2019,135179,115143,Gasoline,Manual,Fair,Meknes,Private,+212625639690,179,556,Coupe
Renault,Captur,2019,112979,91017,Diesel,Manual,Good,Casablanca,Dealer,+212768522819,109,621,SUV
Volkswagen,Tiguan,2023,395653,27388,Diesel,Manual,Very Good,Casablanca,Private,+212614173671,93,732,SUV
Ford,Ranger,2018,142122,101953,Diesel,Automatic,Fair,Marrakech,Dealer,+212744821133,169,387,SUV
Peugeot,208,2023,154675,32196,Gasoline,Manual,Very Good,Casablanca,Private,+212718871673,92,435,Sedan
Toyota,Corolla,2022,134084,42798,Hybrid,Automatic,Fair,Tangier,Private,+212744579345,114,412,SUV
Renault,Clio,2023,147291,31719,Gasoline,Manual,Very Good,Agadir,Private,+212770828529,30,691,Sedan
Volkswagen,Polo,2024,187647,16460,Diesel,Automatic,Very Good,Fes,Private,+212655366684,147,673,Sedan
Dacia,Dokker,2019,85179,120190,Diesel,Manual,Very Good,Marrakech,Dealer,+212728455056,89,466,Pickup
Dacia,Logan,2022,117727,62374,Gasoline,Manual,Very Good,Meknes,Private,+212698593689,79,439,SUV
Dacia,Duster,2019,93710,88202,Gasoline,Manual,Good,Agadir,Dealer,+212663444392,8,544,Sedan
Dacia,Duster,2024,176430,23197,Diesel,Manual,Good,Agadir,Dealer,+212643405462,115,564,Sedan
Dacia,Sandero,2020,74881,99841,Gasoline,Manual,Good,Casablanca,Private,+212628200119,158,634,SUV
Renault,Clio,2020,99267,106781,Gasoline,Manual,Excellent,Marrakech,Private,+212699208822,46,596,Hatchback
Volkswagen,Passat,2019,184037,83766,Gasoline,Automatic,Very Good,Agadir,Dealer,+212697017448,40,499,Hatchback
Renault,Kadjar,2022,215056,58889,Gasoline,Automatic,Good,Marrakech,Private,+212633726495,109,298,SUV
Renault,Clio,2022,94581,49884,Diesel,Manual,Fair,Tangier,Dealer,+212633663623,175,625,Van
Dacia,Sandero,2022,114633,56625,Gasoline,Automatic,Very Good,Rabat,Private,+212726298884,122,176,Sedan
Peugeot,3008,2023,367850,22184,Diesel,Automatic,Excellent,Casablanca,Private,+212777331086,2,157,Hatchback
Dacia,Logan,2023,118062,32338,Gasoline,Manual,Good,Tangier,Dealer,+212633161555,172,906,Sedan
Hyundai,Tucson,2020,204958,75760,Hybrid,Manual,Good,Casablanca,Private,+212722473329,82,65,SUV
Peugeot,2008,2024,258724,20024,Diesel,Automatic,Very Good,Rabat,Private,+212784076489,32,732,Pickup
Toyota,Yaris,2024,159758,18474,Hybrid,Manual,Very Good,Casablanca,Dealer,+212785815482,49,622,Hatchback
Dacia,Dokker,2020,80044,94704,Gasoline,Manual,Good,Oujda,Dealer,+212616173893,83,335,Hatchback
Toyota,RAV4,2019,209731,102061,Gasoline,Automatic,Very Good,Meknes,Dealer,+212664704754,115,65,Sedan
Nissan,Juke,2021,182206,62860,Gasoline,Manual,Very Good,Meknes,Private,+212793796340,179,479,Sedan
Peugeot,2008,2018,98463,146377,Diesel,Manual,Good,Rabat,Private,+212743958445,21,241,SUV
Toyota,Yaris,2019,70921,151743,Hybrid,Automatic,Very Good,Fes,Dealer,+212749748901,29,533,Hatchback
Renault,Clio,2018,64296,118320,Diesel,Automatic,Good,Tangier,Private,+212661521467,115,127,Sedan
Toyota,Corolla,2019,136787,114796,Hybrid,Manual,Excellent,Agadir,Dealer,+212616417997,179,613,Sedan
Dacia,Lodgy,2023,160577,25175,Diesel,Automatic,Very Good,Casablanca,Private,+212651729167,128,381,Hatchback
Ford,Focus,2020,108450,118310,Gasoline,Manual,Good,Marrakech,Dealer,+212684102801,39,430,Hatchback
Volkswagen,Polo,2022,109211,58098,Gasoline,Manual,Fair,Rabat,Private,+212687643124,33,132,Van
Toyota,Corolla,2021,153610,77126,Gasoline,Manual,Good,Meknes,Dealer,+212747915635,82,464,Hatchback
Dacia,Logan,2022,112725,68759,Gasoline,Manual,Good,Tangier,Private,+212661271612,7,471,Van
Hyundai,Tucson,2022,273560,40720,Gasoline,Manual,Very Good,Casablanca,Dealer,+212682398980,157,447,Sedan
Hyundai,i10,2022,110525,58705,Gasoline,Manual,Very Good,Casablanca,Private,+212636225883,156,430,SUV
Renault,Captur,2022,139492,59203,Diesel,Automatic,Fair,Marrakech,Private,+212789959184,65,347,Van
Toyota,RAV4,2020,247486,61252,Hybrid,Manual,Good,Casablanca,Private,+212662860399,167,375,Hatchback
Dacia,Lodgy,2019,78559,82647,Diesel,Automatic,Good,Rabat,Dealer,+212766488229,88,560,Sedan
Dacia,Logan,2023,143972,38737,Gasoline,Manual,Excellent,Rabat,Private,+212689377919,174,429,Sedan
Dacia,Duster,2023,152585,42130,Gasoline,Automatic,Good,Meknes,Private,+212748835098,99,612,Hatchback
Renault,Clio,2023,125436,36579,Diesel,Manual,Good,Oujda,Private,+212767388288,108,776,Sedan
Renault,Kadjar,2022,223864,45113,Diesel,Manual,Good,Marrakech,Dealer,+212625832531,76,111,Coupe
Dacia,Lodgy,2018,52820,163755,Gasoline,Manual,Fair,Casablanca,Dealer,+212676250949,24,258,Hatchback
Renault,Megane,2022,179123,37719,Diesel,Manual,Very Good,Agadir,Dealer,+212787079897,28,455,Van
Volkswagen,Golf,2022,205152,58660,Diesel,Manual,Excellent,Agadir,Private,+212641321412,49,79,Hatchback
Dacia,Duster,2024,204342,15685,Diesel,Manual,Very Good,Rabat,Private,+212770708653,180,493,SUV
Toyota,RAV4,2022,346901,42572,Hybrid,Automatic,Excellent,Tangier,Private,+212763904425,130,229,Pickup
Renault,Captur,2023,162973,37294,Diesel,Manual,Fair,Rabat,Dealer,+212631713421,150,664,Hatchback
Peugeot,208,2024,197643,16971,Diesel,Automatic,Excellent,Tangier,Dealer,+212642334185,92,196,SUV
Dacia,Logan,2020,102902,70630,Gasoline,Manual,Very Good,Tetouan,Private,+212762623682,89,471,Sedan
Dacia,Sandero,2019,77447,74207,Gasoline,Manual,Good,Casablanca,Private,+212680580335,86,315,Hatchback
Ford,Ranger,2020,264039,87597,Diesel,Automatic,Excellent,Marrakech,Private,+212758229383,82,323,Sedan
Peugeot,2008,2018,106490,105874,Diesel,Automatic,Good,Marrakech,Private,+212712219840,64,539,SUV
Renault,Captur,2021,189300,73947,Gasoline,Automatic,Excellent,Fes,Dealer,+212779168001,138,492,Pickup
Volkswagen,Tiguan,2024,437517,17547,Gasoline,Automatic,Very Good,Rabat,Dealer,+212780563400,175,346,SUV
Ford,Focus,2018,100044,114402,Gasoline,Automatic,Very Good,Rabat,Private,+212781401995,166,172,Coupe
Dacia,Logan,2024,166166,14116,Gasoline,Automatic,Excellent,Rabat,Private,+212689882102,128,471,Coupe
Volkswagen,Polo,2018,73220,106317,Diesel,Manual,Good,Casablanca,Dealer,+212674467872,39,83,Hatchback
Volkswagen,Tiguan,2020,226019,92108,Gasoline,Manual,Very Good,Rabat,Private,+212780329966,84,114,SUV
Renault,Talisman,2020,186882,101443,Diesel,Automatic,Good,Kenitra,Private,+212620036134,150,208,Van
Peugeot,308,2019,132937,121587,Gasoline,Automatic,Excellent,Tangier,Private,+212629372669,50,222,Hatchback
Volkswagen,Touareg,2019,408798,110530,Gasoline,Manual,Very Good,Rabat,Dealer,+212651366638,75,128,Sedan
Dacia,Duster,2018,94719,147006,Diesel,Manual,Very Good,Casablanca,Private,+212728634965,151,627,Pickup
Renault,Megane,2022,151664,47531,Gasoline,Manual,Good,Casablanca,Private,+212682193529,21,224,Hatchback
Dacia,Duster,2019,98511,127986,Gasoline,Manual,Very Good,Rabat,Dealer,+212745671418,76,293,Hatchback
Renault,Clio,2022,145639,71007,Gasoline,Manual,Excellent,Casablanca,Private,+212685825997,91,434,SUV
Renault,Kadjar,2021,193715,76694,Gasoline,Automatic,Good,Agadir,Private,+212796047934,4,115,Sedan
Dacia,Duster,2023,163239,24655,Diesel,Manual,Good,Agadir,Dealer,+212737720380,86,606,Pickup
Renault,Talisman,2021,241203,61238,Diesel,Manual,Very Good,Meknes,Private,+212690284655,22,75,Sedan
